epoch,train_loss,train_acc,train_loss_eval,train_accuracy_eval,train_balanced_accuracy,train_auprc,train_auroc,train_precision,train_recall,train_f1,train_tp,train_tn,train_fp,train_fn,lr
31,0.00910451322505694,0.9976923076923077,0.000792281876783818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,975,0,0,3.6446386211692885e-05
32,0.012014991060520211,0.9953846153846154,0.0013261103900038592,0.9992307692307693,0.9994871794871795,1.0,1.0,0.9969325153374233,1.0,0.9984639016897081,325,974,1,0,3.7550822157501765e-05
33,0.05393594969063997,0.9853846153846154,0.013304192439786025,0.9969230769230769,0.9938461538461538,0.9999905615856536,0.9999968441814595,1.0,0.9876923076923076,0.9938080495356038,321,975,0,4,3.865525810331064e-05
34,0.0704994308097022,0.9723076923076923,0.052643898697126476,0.9753846153846154,0.9835897435897436,0.9977303860603318,0.9992773175542405,0.9103641456582633,1.0,0.9530791788856305,325,943,32,0,3.975969404911952e-05
35,0.03606989159293118,0.9876923076923076,0.02594963990018836,0.9892307692307692,0.9928205128205128,0.999374327506227,0.9998011834319527,0.9587020648967551,1.0,0.9789156626506024,325,961,14,0,4.0864129994928396e-05
36,0.014847312538352395,0.9953846153846154,0.002537930141746377,0.9992307692307693,0.9994871794871795,1.0,1.0,0.9969325153374233,1.0,0.9984639016897081,325,974,1,0,4.196856594073726e-05
37,0.009844163543589059,0.9953846153846154,0.0016527452375850685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,975,0,0,4.307300188654614e-05
38,0.020409124892293698,0.9930769230769231,0.0027024846571120655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,975,0,0,4.4177437832355014e-05
39,0.012936308109644978,0.9976923076923077,0.006007461489172697,0.9969230769230769,0.9979487179487179,1.0,1.0,0.9878419452887538,1.0,0.9938837920489296,325,971,4,0,4.5281873778163894e-05
40,0.02660855813051707,0.9923076923076923,0.015325500153093821,0.9923076923076923,0.9948717948717949,1.0,1.0,0.9701492537313433,1.0,0.9848484848484849,325,965,10,0,4.638630972397277e-05
41,0.015761091423753117,0.9915384615384616,0.01492043872851701,0.9938461538461538,0.995897435897436,0.9999526906891899,0.9999842209072979,0.975975975975976,1.0,0.9878419452887538,325,967,8,0,4.749074566978164e-05
42,0.014571531636950871,0.9946153846153846,0.00348416301893026,0.9984615384615385,0.9989743589743589,0.9999810941300323,0.9999936883629191,0.9938837920489296,1.0,0.9969325153374233,325,973,2,0,4.859518161559052e-05
43,0.003986160965203973,0.9984615384615385,0.005814407388762837,0.9992307692307693,0.9984615384615385,1.0,1.0,1.0,0.9969230769230769,0.9984591679506933,324,975,0,1,4.969961756139939e-05
44,0.004934646316715295,0.9976923076923077,0.0005315628929695647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,975,0,0,5.080405350720827e-05
45,0.01501301844005606,0.9976923076923077,0.0004664378994632335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,975,0,0,5.190848945301715e-05
46,0.003956600117297577,0.9992307692307693,0.0052515841948445,0.9976923076923077,0.9974358974358974,0.9999718574108818,0.9999905325443786,0.9938650306748467,0.9969230769230769,0.9953917050691244,324,973,2,1,5.3012925398826016e-05
47,0.016167933434536236,0.9953846153846154,0.0024462479133425014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,975,0,0,5.4117361344634895e-05
48,0.014157107385385427,0.9953846153846154,0.005695035585155156,0.9992307692307693,0.9984615384615385,1.0,1.0,1.0,0.9969230769230769,0.9984591679506933,324,975,0,1,5.522179729044377e-05
49,0.019218982790508085,0.9923076923076923,0.004880065807291041,0.9976923076923077,0.9984615384615385,1.0,1.0,0.9908536585365854,1.0,0.9954058192955589,325,972,3,0,5.632623323625265e-05
